TEL_NO,BTH_GBN_NM,ASSEM_ADDR,HJ_NM,HG_NM,BTH_DATE,ELECT_GBN_NM,POLY_NM,REELE_GBN_NM,CMITS,MEM_TITLE,ENG_NM,SEX_GBN_NM,E_MAIL,MONA_CD,SECRETARY2,JOB_RES_NM,STAFF,HOMEPAGE,CMIT_NM,SECRETARY,ORIG_NM,UNITS
02-784-1190,양,의원회관 813호,金炅俠,김경협,1962-11-07,지역구,더불어민주당,3선,외교통일위원회,"- 제19.20.21대 국회의원 (경기 부천시 갑)
- 국회 기획재정위원회 위원 (2018.6~2020.5)
- 국회 남북경협특별위원회 (간사)위원 (2018.8.~2020.5)
- 더불어민주당 경기도당 위원장(2018.8.~2020.8)
- 더불어민주당 수석사무부총장(2018.8.~2020.8)
- 국회 외교통일위원회 (간사)위원 (2016.6.~2018.5)
- 더불어민주당 제2정책조정위원장 (외교.통일.안보)
- 국회 헌법개정특위 위원
- 국회 국토교통위원회 위원 (2014.6. ~ 2016.5) 
- 국회 서민주거복지특별위원회 위원
- 국회 지속가능발전 특별위원회 (간사)위원
- 새정치민주연합 수석사무부총장
- 새정치민주연합 을지로위원회 위원
- 새정치민주연합 사회적경제정책협의회 부위원장
- 새정치민주연합 세월호특별법 준비위원
- 새정치민주연합 원내부대표(정책담담)
- 새정치민주연합 정책위 부의장
- 국회 환경노동위원회 위원(2012.5. ~ 2014.6)
- 민주통합당 좋은일자리본부 위원 
- 민주통합당 쌍용자동차대책특별위원회 위원 
- 민주당 사람다운 생활 보장 노동.임금 TF 위원
- 국회 남북관계발전 특별위원회 위원

(현) 노무현재단 기획위원 

(전) 노무현 대통령 청와대 사회조정비서관
(전) 한국산업인력공단 상임감사
(전) 부천근로장학재단 설립자 겸 이사장 
(전) 부천 근로자종합복지관 관장
(전) 한국노총 부천지역지부 의장 

- 전남 장흥 출생 (1962년생) 
- 국립부산기계공업고등학교 졸업
- 성균관대학교 사회학과 졸업
- 고려대학교 노동대학원 경제학과 졸업
- 한국기술교육대학 고용정책 박사과정 

- 민주화운동(5.18 광주) 관련 2년2개월 옥살이
- 2007년, 민주화운동 유공자(제5298호)로 인정",KIM KYUNGHYUP,남,ggh000@naver.com,ZKU88693,"이선희, 박희진, 최지나, 임미소, 정인하",위원,"봉재현, 정공진",http://www.kimgh.com,외교통일위원회,"김동욱, 백승호",경기 부천시갑,"제19대, 제20대, 제21대"
02-784-1261 / 032-565-0806,음,의원회관 720호,金敎興,김교흥,1960-08-30,지역구,더불어민주당,재선,행정안전위원회,"- 17, 21대 국회의원
- 제30대 국회사무총장
- 前 정세균 국회의장 비서실장
- 前 인천광역시 정무부시장
- 前 대한체육회 부회장(생활체육)
- 前 중소기업연구원 원장
- 前 인천대, 인하대, 가천대 초빙교수
- 86년도 인천대 총학생회장
- 동국대 대학원 정치학 박사과정 수료   ",KIM KYOHEUNG,남,kimkh4u@naver.com,X1K3667J,"김동현, 김성주, 김단아, 이중선, 조인호",간사,"김병곤, 김정현",,행정안전위원회,"유해용, 정인갑",인천 서구갑,"제17대, 제21대"
02-784-3874,음,의원회관 550호,金起炫,김기현,1959-02-21,지역구,국민의힘,4선,국방위원회,"- 부산동고 졸업
- 서울대학교 법학과 졸업
- 서울대학교 대학원 법학과 수료 
- 제25회 사법시험 합격 

현) 국민의힘 원내대표
현) 제21대 국회의원 (울산 남구을 / 국민의힘) 
현) 국회운영위원회, 외교통일위원회, 정보위원회 위원
전) 국민의힘 당대표 권한대행
전) 울산광역시장 
전) 제 17, 18, 19 대 국회의원 
전) 새누리당 원내수석부대표·정책위의장 
전) 대구지법·부산법원 울산지원 판사",KIM GIHYEON,남,together.eut@gmail.com,X7I4680R,"권영경, 이상찬, 김차영, 류보라, 김승환",위원,"김상대, 김용환",,국방위원회,"이광우, 최대로",울산 남구을,"제17대, 제18대, 제19대, 제21대"
02-784-2455,음,의원회관 1011호,金南局,김남국,1982-10-22,지역구,더불어민주당,초선,법제사법위원회,"[학력] 
- 서울대학교 대학원(박사과정) 법학 수료
- 전남대학교 법학전문대학원 석사과정 졸업 
- 중앙대학교 행정학과 졸업

[경력] 
- 더불어민주당 제21대 국회의원 (안산 단원을) 
- 제21대 국회 전&middot;후반기 법제사법위원회 위원

- 더불어민주당 전국대의원대회준비위원회 위원 (전)
- 더불어민주당 을지키는민생실천위원회 법률위원(전) 
- 더불어민주당 을지로위원회 법률위원 (전) 
- 더불어민주당 법률위원회 자문위원 (전) 
- 더불어민주당 법률위원회 부위원장 (전) 
- 제19대 대통령선거 더불어민주당 후보 선거대책위원회 정책 부대변인 (전) 

[지역사무실] 
안산시 단원구 광덕대로 141 밀레니엄빌딩B동 603호
T: 031-414-7555 / F:031-439-7555 ",KIM NAMKUK,남,lawmaker0415@daum.net,QHL3248U,"최재영, 정명, 윤경민, 노지수, 이성민",위원,양삼동,,법제사법위원회,"박경, 박승우",경기 안산시단원구을,제21대
02-784-1740,음,의원회관 452호,金度邑,김도읍,1964-07-06,지역구,국민의힘,3선,법제사법위원회,"경력
 2016.12~2018.06  국회 산업통상자원위원회 위원 
 2016.06~2016.12  국회 외교통일위원회 위원
 2016.06~2016.12  국회 운영위원회 간사 
 2016.05~2016.12  새누리당 원내수석부대표
 2016.05~2020.05  제20대 국회의원(부산 북구강서구 을)

 2012.07~2016.5  국회 법제사법위원회 위원 
 2012.07~2016.5  국회 예산결산특별위원회 위원(4년 연속) 
 2012.05  제19대 국회의원 (부산 북구·강서구 을) 


 2016.02 새누리당 클린공천지원단 부단장
 2015.12 새누리당 공천제도특별위원회 위원
 2015.12 중앙윤리위원회 위원
 2015.08 이기택 대법관후보자 인사청문특별위원회 위원
 2012.07 국회 운영위원회 위원(원내부대표)
 2015.02 이완구 국무총리후보자 인사청문특별위원회 위원
 2015.01 새누리당 재해대책위원회 위원 
 2015.01 국회 서민주거복지 특별위원회 위원
 2014.12 특별감찰관 후보자추천위원회 위원
 2014.11 국회예산결산특별위원회 예산안조정소위원회 위원
 2014.10 아시아송페스티벌 조직위원장
 2014.07 새누리당 제1정책조정위원회 간사
 2014.04 새누리당 세월호사고 대책특별위원회 위원
 2014.03 새누리당 부산시당 6.4 지방선거 공직후보자 추천관리위원회 위원
 2014.02 새누리당 개인정보보호대책 특별위원회 위원
 2014.02 조희대 대법관후보자 인사청문특별위원회 위원
 2014.07 새누리당 재해대책위원회 위원
 2013.07 국가정보원 댓글 의혹 사건 등의 진상규명을 위한 국정조사 특별위원회 위원 
 2013.04 새누리당 동아시아 평화와 번영을 위한 역사바로세우기 특별위원회 위원 
 2013.04 국회 방송공정성 특별위원회 위원 
 2013.04 박한철 헌법재판소장후보자 인사청문특별위원회 위원 
 2013.03 새누리당 4.24 재보궐선거 공직후보자 추천위원회 위원 
 2013.01 이동흡 헌법재판소장후보자 인사청문특별위원회 위원 
 2012.08 새누리당 아동·여성성범죄 근절특별위원회 위원
 2012.08 국회 학교폭력대책 특별위원회 위원 
 2012.07 새누리당 법률담당 원내부대표 
 2012.06 대법관 인사청문 특별위원회 위원 
 2012.06 새누리당 아동 학대방지 및 권리보장 특별위원회 위원 
 2011.08 부산광역시북구 다문화가족지원센터 자문변호사 
 2011.02 ~ 2012.05 변호사김도읍법률사무소 변호사 
 2010.02 ~ 2011.02 부산지방검찰청 외사부 부장검사 
 2009.08 ~ 2010.02 부산지방검찰청 공판부 부장검사 
 1993.10 제35회 사법시험 합격 

학력  
 1984.03 ~ 1989.02 동아대학교 법학과
 1980.03 ~ 1983.02 부산동고등학교

수상
 2017.02 국회도서관 이용 최우수 국회의원상
 2016.11 선플재단(전국 청소년 선플 SNS기자단) 선정 국회의원 아름다운 말 선플상
 2015.10 새누리당 국정감사 우수의원
 2015.01 부산시민단체(부산시민단체협의회·부산경제살리기시민연대) 선정 지역공헌상
 2014.12 입법 및 정책개발 정당추천 우수 국회의원
 2014.11 새누리당 국정감사 우수의원
 2013.11 새누리당 국정감사 우수의원
 2012.12 입법 및 정책개발 정당추천 우수 국회의원
 2012.10 새누리당 국정감사 베스트팀
 2012.10 자랑스러운 동아인상",KIM DOEUP,남,ldek3525@naver.com,LH97552Q,"최승한, 위서율, 김지연",위원장,"이종환, 최성준",http://www.김도읍.com,법제사법위원회,"김태명, 이재경",부산 북구강서구을,"제19대, 제20대, 제21대"
02-784-2566,음,의원회관 919호,金斗官,김두관,1959-04-10,지역구,더불어민주당,재선,"국토교통위원회, 예산결산특별위원회","*  제 20대 국회의원
*  국회 기획재정위원회위원 
*  국회 예산결산특별위원회위원
*  국회 남북관계개선특별위원회 위원
*  경기 김포시갑 지역위원장(더불어민주당)
*  (전) 새정치민주연합 중앙선대위 공동위원장
*  (전) 제 34대 경상남도 도지사
*  (전) 열린우리당 최고위원
*  (전) 노무현 대통령비서실 정무특별보좌관
*  (전) 제 5대 행정자치부 장관
*  (전) 제38대 ~ 39대 경상남도 남해군수
*  (전) 남해군 고현면 이어리 이장",KIM DUKWAN,남,okdkkorea@gmail.com,CI15627C,"김경원, 구수민, 김경은, 신진영, 강윤희, 이은교",위원,"심용혁, 임근재",http://www.okdk.kr,"국토교통위원회, 예산결산특별위원회","박찬규, 표병호",경남 양산시을,"제20대, 제21대"
02-784-5680,음,의원회관 1017호,金美愛,김미애,1969-10-06,지역구,국민의힘,초선,"보건복지위원회, 여성가족위원회, 예산결산특별위원회, 연금개혁특별위원회","동아대학교 법학부 졸업
사법연수원 34기

현) 국민의힘 약자와의동행위원회 위원장
전) 국민의힘 비상대책위원회 위원
전) 국민의힘 저출생특별위원회 위원장

전)부산변호사회 수석부회장
전)전국입양가족연대 고문변호사


",KIM MIAE,여,015miae@naver.com,3BC6890E,"김성래, 조대웅, 강민경, 빈자영, 서채연",위원,"신영훈, 안중우",http://blog.naver.com/015law,"보건복지위원회, 여성가족위원회, 예산결산특별위원회, 연금개혁특별위원회","김경민, 송민경",부산 해운대구을,제21대
02-784-1374,음,본청 531호 / 의원회관 945호,金敏基,김민기,1966-04-28,지역구,더불어민주당,3선,"국토교통위원회, 정보위원회","* 용인 기흥 출생
* 기흥초등학교(29회), 신갈중학교(8회), 유신고등학교(9회)
* 고려대학교 농업경제학과 84학번
* 육군 제201특공여단 중위 전역(ROTC26기)

* 제19~21대 국회의원(경기 용인시을)
* 현) 국회 국토교통위원회 위원장
* 현) 국회 정보위원회 위원
* 전) 더불어민주당 사무총장
* 전) 국회 국방위원회 위원
* 전) 국회 정보위원장
* 전) 국회 행정안전위원회 위원
* 전) 국회 교육문화체육관광위원회 위원
* 전) 더불어민주당 제1정책조정위원장
* 전) 제5대 용인시의회 민주당 대표의원
* 전) 국회 재난안전대책특별위원회 위원
* 전) 더불어민주당 수석사무부총장
",KIM MINKI,남,kimminki@assembly.go.kr,NTT8182Q,"서명희, 성혜련, 신민욱, 임용현",위원장,"김명섭, 박충훈",http://blog.naver.com/kminki84,"국토교통위원회, 정보위원회","김완수, 황병천",경기 용인시을,"제19대, 제20대, 제21대"
02-784-2390,음,의원회관 506호,金民錫,김민석,1964-05-29,지역구,더불어민주당,3선,"보건복지위원회, 연금개혁특별위원회","○ 학력

- 서울대학교 사회학과 졸업
- 하버드대학교 행정학부 및 케네디스쿨 (공공정책대학원) 행정학 석사
- 칭화대학교 법학석사
- 뉴저지 러트거즈 대학교 뉴어크-로스쿨 법학박사

○ 약력

現) 제21대 국회의원(영등포구을)
前) 제21대 국회 전반기 보건복지위원회 위원장
前) 더불어민주당 K-뉴딜위원회 사회적뉴딜분과 위원장
前) 더불어민주당 포용국가비전위원회 위원장
前) 더불어민주당 민주연구원 원장 
前) 제19대 문재인 대통령후보 종합상황본부장 
前) 민주당(현 더불어민주당) 최고위원 
前) 김대중 대통령 총재 비서실장 
前) 제15,16대 국회의원(영등포구을)",KIM MINSEOK,남,newkms2030@gmail.com,MLH1404S,"김신명, 이진주, 김미혜, 최동휘, 이정훈",위원,"이용태, 이은혜",https://blog.naver.com/newmskim2030,"보건복지위원회, 연금개혁특별위원회","김동원, 김병윤",서울 영등포구을,"제15대, 제16대, 제21대"
02-784-5031,양,의원회관 519호,金敏徹,김민철,1967-11-18,지역구,더불어민주당,초선,국토교통위원회,"2021~ 더불어민주당 원내부대표
2020~ 더불어민주당 경기도당 부위원장
2020~ 제21대 국회의원(국회행정안전위원회 위원, 국회운영위원회 위원)
2019~ 대통령소속 자치분권위원회 정책자문위원
2018 더불어민주당 한반도경제통일위원회 부위원장, 
2017 제19대 문재인대통령후보 정무특보, 
2016~ 더불어민주당 의정부시(을) 지역위원회 위원장
2014 새정치민주연합 당대표 정무특보
2013 민주통합당 당대표 비서실 부실장
2010~ (재)의정부예술의전당 이사
2004~2013 국회의원 보좌관
2003~2004 노무현정부 청와대 비서실 행정관
2001 의정부시 청소년 지도협의회 초대 사무국장",KIM MINCHUL,남,mckim6812@naver.com,6399076T,"신하은, 신준섭, 백진주, 정지수, 김영희",위원,김종갑,https://blog.naver.com/kmc8952,국토교통위원회,"안국형, 진동규",경기 의정부시을,제21대
02-784-1322,음,의원회관 721호,金炳基,김병기,1961-07-10,지역구,더불어민주당,재선,"국토교통위원회, 정보위원회","중동고등학교 졸업
경희대학교 국민윤리학과 졸업

제20대, 제21대 국회의원(동작갑)
더불어민주당 수석사무부총장(현)
제21대 국회 국토교통위원회 위원(현)
제21대 국회 정보위원회 위원(현)
제20대 국회 국방위원회 위원(전)
제20대 국회 정보위원회 간사, 위원(전)
제20대 대통령선거 더불어민주당 이재명 후보 중앙선거대책위원회 현안대응 TF단장(전)
제20대 대통령선거 더불어민주당 이재명 후보 중앙선거대책위원회 디지털 혁신대전환위원회 수석부위원장(전)
더불어민주당 사드대책특위 위원(전)
더불어민주당 당대표 특보단장(전)
국정자문위원회 외교안보분과 위원(전)
더불어민주당 적폐청산위원회 간사(전)
더불어민주당 정책위원회 상임부의장(전)
더불어민주당 일본경제침략특위 외교안보분과 위원(전)",KIM BYUNGKEE,남,the.kim.weapon@gmail.com,8Q88373R,"배영규, 박푸름, 김문경",위원,김정겸,http://blog.naver.com/kim-weapon,"국토교통위원회, 정보위원회","김상욱, 이용명",서울 동작구갑,"제20대, 제21대"
