음/양력,한자명,이름,생년월일,선거구구분,재선,정당명,영문명칭,대별코드,성별,대,국회의원코드,당선,선거구
음,權五勳,권오훈,1911-00-00,지역구,초선,무소속,,100002,남,제2대,O5M9949M,제2대,경북 달성
음,權仲敦,권중돈,1912-11-17,지역구,5선,무소속,,100002,남,제2대,L7X5327D,"제2대, 제3대, 제4대, 제5대, 제8대",경북 영천군갑
음,權泰郁,권태욱,1910-10-15,지역구,재선,무소속,,100002,남,제2대,TQQ62610,"제헌, 제2대",경남 마산
음,金庚培,김경배,1894-10-05,지역구,재선,대한국민당,,100002,남,제2대,KIL1823P,"제헌, 제2대",황해도 연백갑
음,金光俊,김광준,1915-11-15,지역구,3선,무소속,,100002,남,제2대,8M43642N,"제헌, 제2대, 제5대",경북 울진
음,金洛五,김낙오,1900-06-25,지역구,초선,대한독립촉성국민회,,100002,남,제2대,LZG5439R,제2대,전남 보성
음,金東成,김동성,1890-04-25,지역구,초선,무소속,,100002,남,제2대,A8U38638,제2대,경기 개성
음,金明東,김명동,1903-11-25,지역구,재선,대한국민당,,100002,남,제2대,NX51740P,"제헌, 제2대",충남 공주을
음,金命洙,김명수,1906-01-21,지역구,재선,민주국민당,,100002,남,제2대,ZP91492N,"제2대, 제5대",경남 합천을
음,金汶鏞,김문용,1916-06-23,지역구,초선,자유당,,100002,남,제2대,J7J3200K,제2대,전남 담양
음,金凡父,김범부,1996-  -  ,지역구,초선,무소속,,100002,남,제2대,E6S8254Q,제2대,경남 동래
음,金秉鎭,김병진,1912-10-07,지역구,재선,대한청년단,,100002,남,제2대,VZ71419D,"제2대, 제5대",경남 창원갑
음,金奉才,김봉재,1910-11-29,지역구,재선,무소속,,100002,남,제2대,XLZ6990T,"제2대, 제5대",경남 창원을
음,金鳳祚,김봉조,1905-01-19,지역구,재선,무소속,,100002,남,제2대,Z988261X,"제헌, 제2대",경북 청송
음,金相賢,김상현,1904-11-06,지역구,재선,무소속,,100002,남,제2대,LEY4181T,"제2대, 제3대",전북 무주
음,金秀學,김수학,1896-05-21,지역구,초선,무소속,,100002,남,제2대,V4C76140,제2대,전북 고창갑
음,金始顯,김시현,1883-06-09,지역구,재선,민주국민당,,100002,남,제2대,8C43597G,"제2대, 제5대",경북 안동갑
음,金良洙,김양수,1996-  -  ,지역구,초선,민주국민당,,100002,남,제2대,N3A93759,제2대,전남 순천
음,金永善,김영선,1918-04-25,지역구,3선,무소속,,100002,남,제2대,H3L2284Y,"제2대, 제3대, 제5대",충남 보령군
음,金用茂,김용무,1991-  -  ,지역구,초선,민주국민당,,100002,남,제2대,H2D93740,제2대,전남 무안갑
음,金用雨,김용우,1912-04-29,지역구,초선,무소속,,100002,남,제2대,TIP9846N,제2대,서울 서대문구갑
음,金鏞化,김용화,1902-01-23,지역구,재선,대한국민당,,100002,남,제2대,V691403J,"제헌, 제2대",충남 천안
음,金宇城,김우성,1912-  -  ,지역구,초선,무소속,,100002,남,제2대,KBK9907Z,제2대,전북 장수
음,金雄鎭,김웅진,1905-10-11,지역구,재선,대한국민당,,100002,남,제2대,4MX48617,"제헌, 제2대",경기 화성을
음,金意俊,김의준,1909-04-28,지역구,3선,무소속,,100002,남,제2대,FY962400,"제2대, 제3대, 제4대",경기 여주
음,金翼基,김익기,1916-02-19,지역구,5선,무소속,,100002,남,제2대,Q0G1675P,"제헌, 제2대, 제3대, 제4대, 제6대",경북 안동을
음,金益魯,김익노,1905-04-15,지역구,4선,무소속,,100002,남,제2대,ALP55797,"제헌, 제2대, 제3대, 제4대, 제4대",경북 영일을
음,金仁善,김인선,1922-  -  ,지역구,초선,애국단체연합회,,100002,남,제2대,ZXE29186,제2대,제주 북제주갑
음,金仁泰,김인태,1904-00-00,지역구,초선,무소속,,100002,남,제2대,7F37830T,제2대,경기 화성갑
음,金正基,김정기,1993-00-00,지역구,초선,무소속,,100002,남,제2대,BAS5352U,제2대,전남 승주
음,金正枓,김정두,1913-00-00,지역구,초선,무소속,,100002,남,제2대,ULR5742S,제2대,전북 순창
음,金正植,김정식,1914-00-00,지역구,초선,대한청년단,,100002,남,제2대,BRX8294C,제2대,경북 영주
음,金正實,김정실,1904-04-27,지역구,초선,무소속,,100002,남,제2대,QPB7438N,제2대,경남 고성
음,金濟能,김제능,1911-02-20,지역구,초선,자유당,,100002,남,제2대,JA716307,제2대,충남 서산갑
음,金宗順,김종순,1907-10-15,지역구,초선,무소속,,100002,남,제2대,35E5145S,제2대,전남 나주갑
음,金鍾烈,김종열,1900-  -  ,지역구,초선,무소속,,100002,남,제2대,P9A2711N,제2대,충남 대전
음,金從會,김종회,1923-00-00,지역구,초선,무소속,,100002,남,제2대,7YD1940D,제2대,충남 대덕
음,金濬泰,김준태,1915-09-05,지역구,3선,무소속,,100002,남,제2대,XCO4741M,"제2대, 제5대, 제6대",경북 청도
음,金俊熙,김준희,1802-00-01,지역구,초선,대한독립촉성국민회,,100002,남,제2대,QXE8642P,제2대,전북 진안
음,金智泰,김지태,1908-06-14,지역구,재선,무소속,,100002,남,제2대,BGH8118T,"제2대, 제3대",경남 부산갑
음,金七星,김칠성,1997-00-00,지역구,초선,무소속,,100002,남,제2대,BH39030C,제2대,경남 부산을
음,金泰熙,김태희,1999-00-00,지역구,초선,무소속,,100002,남,제2대,UM981293,제2대,황해도 연백을
음,金宅述,김택술,1918-12-02,지역구,재선,대한노동총연맹,,100002,남,제2대,TLD8163I,"제2대, 제3대",전북 정읍을
음,金澤天,김택천,1899-03-12,지역구,초선,무소속,,100002,남,제2대,QZ77120E,제2대,경남 울산을
음,金判錫,김판석,1919-09-25,지역구,초선,대한청년단,,100002,남,제2대,YYF9009N,제2대,경북 포항
음,金憲植,김헌식,1904-00-00,지역구,초선,무소속,,100002,남,제2대,7VV28642,제2대,충남 논산갑
음,金亨德,김형덕,1915-07-27,지역구,재선,무소속,,100002,남,제2대,2QA3782S,"제2대, 제3대",경남 밀양을
음,金洪鏞,김홍용,1902-10-03,지역구,초선,무소속,,100002,남,제2대,IEY8930A,제2대,전남 담양
음,南松鶴,남송학,1903-07-23,지역구,재선,대한국민당,,100002,남,제2대,OQ15529M,"제2대, 제3대",서울 용산구을
음,盧企容,노기용,1995-00-00,지역구,초선,무소속,,100002,남,제2대,EXX9334K,제2대,경남 합천갑
음,柳驥秀,류기수,1902-00-00,지역구,초선,무소속,,100002,남,제2대,P0X5375R,제2대,경기 용인
음,柳鴻,류홍,1899-11-05,지역구,3선,대한독립촉성국민회,,100002,남,제2대,B6M4773K,"제2대, 제4대, 제6대",서울 영등포구을
음,閔泳復,민영복,1986-00-00,지역구,초선,무소속,,100002,남,제2대,EZ25881E,제2대,충북 청주
음,朴祺培,박기배,1900-  -  ,지역구,초선,무소속,,100002,남,제2대,MBO9314M,제2대,전남 해남을
음,朴晩元,박만원,1911-10-01,지역구,3선,무소속,,100002,남,제2대,6M29799L,"제2대, 제3대, 제4대",경북 군위
음,朴珉基,박민기,1912-03-20,지역구,재선,무소속,,100002,남,제2대,SGQ7297O,"제2대, 제5대",전남 화순
음,朴性宇,박성우,1914-00-00,지역구,초선,무소속,,100002,남,제2대,12E91148,제2대,경북 상주갑
음,朴性夏,박성하,1908-03-27,지역구,초선,중앙불교위원회,,100002,남,제2대,C3O1865Q,제2대,경북 대구을
음,朴世東,박세동,1913-03-04,지역구,초선,대한국민당,,100002,남,제2대,VUS6782F,제2대,강원 강릉갑
음,朴順天,박순천,1898-09-10,지역구,5선,대한부인회,,100002,여,제2대,9PW85797,"제2대, 제4대, 제5대, 제6대, 제7대",서울 종로구갑
음,朴勝夏,박승하,1912-09-28,지역구,초선,무소속,,100002,남,제2대,X5E5576P,제2대,강원 춘성
음,朴良載,박양재,1913-06-03,지역구,초선,무소속,,100002,남,제2대,MEC1337D,제2대,전북 완주갑
음,朴榮來,박영래,1901-00-00,지역구,초선,무소속,,100002,남,제2대,LJS8902S,제2대,전북 완주을
음,朴永出,박영출,1908-01-10,지역구,재선,대한국민당,,100002,남,제2대,8WM9282F,"제2대, 제3대",경북 의성갑
음,朴井圭,박정규,1905-00-00,지역구,초선,대한독립촉성국민회,,100002,남,제2대,PDC73944,제2대,경남 함양
음,朴定根,박정근,1899-04-22,지역구,재선,무소속,,100002,남,제2대,FBR20229,"제2대, 제3대",전북 전주
음,朴濟煥,박제환,1905-02-10,지역구,재선,무소속,,100002,남,제2대,GO96566I,"제2대, 제5대",경기 부천
음,朴哲圭,박철규,1995-00-00,지역구,초선,무소속,,100002,남,제2대,2C466102,제2대,충남 예산
음,朴哲雄,박철웅,1912-06-14,지역구,3선,무소속,,100002,남,제2대,NC58544B,"제2대, 제4대, 제5대",전남 광주
음,朴忠植,박충식,1903-03-12,지역구,3선,무소속,,100002,남,제2대,NNI13192,"제2대, 제4대, 제5대",충남 공주갑
음,朴八峰,박팔봉,1901-00-00,지역구,초선,무소속,,100002,남,제2대,QV89332W,제2대,전남 고흥갑
음,方萬洙,방만수,1919-10-12,지역구,초선,무소속,,100002,남,제2대,5G76471J,제2대,경북 경산
음,裵相淵,배상연,1989-00-00,지역구,초선,무소속,,100002,남,제2대,FRL88846,제2대,경북 성주
음,裵恩希,배은희,1888-01-15,지역구,초선,대한국민당,,100002,남,제2대,UCU58776,제2대,경북 달성
음,白南軾,백남식,1902-08-22,지역구,재선,대한독립촉성국민회,,100002,남,제2대,56M1611B,"제2대, 제3대",경북 상주을
음,百象圭,백상규,1981-00-00,지역구,초선,무소속,,100002,남,제2대,LSN2279U,제2대,경기 장단
음,邊光鎬,변광호,1990-00-00,지역구,초선,민주국민당,,100002,남,제2대,ZEQ7227G,제2대,전북 군산
음,邊鎭甲,변진갑,1897-05-21,지역구,3선,무소속,,100002,남,제2대,TWE1466J,"제2대, 제3대, 제4대",전남 장성
음,徐珉濠,서민호,1903-04-27,지역구,4선,무소속,,100002,남,제2대,1TA8481U,"제2대, 제5대, 제6대, 제7대",전남 고흥을
음,徐範錫,서범석,1902-10-19,지역구,6선,무소속,,100002,남,제2대,XWY90381,"제2대, 제4대, 제5대, 제6대, 제7대, 제8대",경기 옹진갑
음,徐相國,서상국,1897-03-11,지역구,초선,민주국민당,,100002,남,제2대,DW91877M,제2대,전남 함평
음,徐相德,서상덕,1907-00-00,지역구,초선,대한청년단,,100002,남,제2대,0809298K,제2대,전남 나주을
음,徐相灝,서상호,1988-00-00,지역구,초선,무소속,,100002,남,제2대,8AM3281V,제2대,경남 통영갑
음,徐二煥,서이환,1895-07-05,지역구,재선,일민국락부,,100002,남,제2대,W8O5974N,"제헌, 제2대",경북 울릉
음,徐璋珠,서장주,1920-00-00,지역구,초선,무소속,,100002,남,제2대,8XX33777,제2대,경남 양산
음,成得煥,성득환,1898-08-23,지역구,초선,민주국민당,,100002,남,제2대,KUM7033L,제2대,충북 영동
음,蘇宣奎,소선규,1903-11-30,지역구,4선,민주국민당,,100002,남,제2대,WYS77814,"제2대, 제3대, 제5대, 제6대",전북 익산갑
음,宋邦鏞,송방용,1913-02-18,지역구,4선,무소속,,100002,남,제2대,S752850H,"제2대, 제3대, 제5대, 제10대",전북 김제갑
음,申珏休,신각휴,1896-11-13,지역구,3선,민주국민당,,100002,남,제2대,GPM7798P,"제2대, 제3대, 제5대",충북 옥천
음,申光均,신광균,1896-03-28,지역구,재선,일민국락부,,100002,남,제2대,MT48752N,"제헌, 제2대",경기 개풍
음,辛錫斌,신석빈,1909-00-00,지역구,초선,무소속,,100002,남,제2대,IJ874968,제2대,전북 정읍갑
음,愼鏞頊,신용욱,1901-10-15,지역구,재선,무소속,,100002,남,제2대,BN478490,"제2대, 제3대",전북 고창을
음,辛容勳,신용훈,1904-00-00,지역구,초선,무소속,,100002,남,제2대,1RU90604,제2대,경남 창녕
음,申翼熙,신익희,1894-06-09,지역구,3선,민주국민당,,100002,남,제2대,EWG10700,"제헌, 제2대, 제3대",전남 광주
음,愼重穆,신중목,1902-07-01,지역구,초선,무소속,,100002,남,제2대,FL42472F,제2대,경남 거창
음,安萬福,안만복,1910-02-15,지역구,재선,무소속,,100002,남,제2대,0MG2561E,"제2대, 제5대",충남 서산을
음,安相漢,안상한,1906-00-00,지역구,초선,무소속,,100002,남,제2대,GOV8415E,제2대,강원 횡성
음,安龍大,안용대,1915-01-13,지역구,재선,무소속,,100002,남,제2대,NL76279R,"제2대, 제4대",경북 경주갑
음,安在鴻,안재홍,1991-00-00,지역구,초선,무소속,,100002,남,제2대,QWA10936,제2대,경기 평택
음,梁炳日,양병일,1910-01-23,지역구,재선,민주국민당,,100002,남,제2대,8YG2711M,"제2대, 제5대",전남 강진
음,梁又正,양우정,1907-11-15,지역구,초선,무소속,,100002,남,제2대,NMO6523Q,제2대,경남 함안
음,梁在廈,양재하,1906-00-00,지역구,초선,무소속,,100002,남,제2대,VXB19426,제2대,경북 문경
음,嚴秉學,엄병학,1917-12-13,지역구,재선,대한국민당,,100002,남,제2대,KH47543A,"제2대, 제5대",전북 임실
음,嚴詳燮,엄상섭,1907-05-25,지역구,재선,무소속,,100002,남,제2대,FLC9014O,"제2대, 제4대",전남 광양
음,呂永複,여영복,1906-02-07,지역구,초선,무소속,,100002,남,제2대,LUU1351F,제2대,경북 금릉
음,呂運弘,여운홍,1891-07-29,지역구,재선,무소속,,100002,남,제2대,EKT1093T,"제2대, 제5대",경기 양평군
음,延秉昊,연병호,1904-11-22,지역구,재선,대한국민당,,100002,남,제2대,WBD1789R,"제헌, 제2대",충북 괴산
음,吳誠煥,오성환,1906-00-00,지역구,초선,대한국민당,,100002,남,제2대,0N97198T,제2대,서울 마포구갑
음,吳緯泳,오위영,1902-05-05,지역구,3선,무소속,,100002,남,제2대,JHG3321R,"제2대, 제4대, 제5대",경남 울산갑
음,吳誼寬,오의관,1906-00-00,지역구,초선,무소속,,100002,남,제2대,91P86922,제2대,경기 옹진을
음,吳夏英,오하영,1988-00-00,지역구,초선,무소속,,100002,남,제2대,7XM9130L,제2대,서울 종로구을
음,禹文,우문,1903-12-18,지역구,초선,대한국민당,,100002,남,제2대,KLL2923Z,제2대,경북 김천
음,元世勳,원세훈,1988-00-00,지역구,초선,민주자주연맹,,100002,남,제2대,OEL22041,제2대,서울 중구갑
음,柳德天,유덕천,1905-00-00,지역구,초선,무소속,,100002,남,제2대,ZI941247,제2대,경남 진주
음,兪昇濬,유승준,1910-01-03,지역구,재선,무소속,,100002,남,제2대,Q7Q21040,"제2대, 제4대",충남 홍성
음,柳寅坤,유인곤,1904-00-00,지역구,초선,대한국민당,,100002,남,제2대,MF47940K,제2대,전남 영암
음,陸洪均,육홍균,1900-06-01,지역구,재선,대한국민당,,100002,남,제2대,MQQ9037E,"제헌, 제2대",경북 선산
음,尹琦燮,윤기섭,1987-00-00,지역구,초선,무소속,,100002,남,제2대,A677056A,제2대,서울 서대문구을
음,尹吉重,윤길중,1916-08-14,지역구,6선,무소속,"Yoon, Giel-joong",100002,남,제2대,HBO3666Q,"제2대, 제5대, 제8대, 제11대, 제12대, 제13대",강원 원주
음,尹潭,윤담,1900-12-22,지역구,3선,대한독립촉성국민회,,100002,남,제2대,LHU9314W,"제2대, 제4대, 제5대",충남 논산을
음,尹珹淳,윤성순,1898-05-25,지역구,3선,무소속,,100002,남,제2대,LOB2889Z,"제2대, 제3대, 제4대",경기 포천
음,尹泳善,윤영선,1904-12-05,지역구,초선,민주국민당,,100002,남,제2대,9S41332J,제2대,전남 해남갑
음,尹在根,윤재근,1910-12-26,지역구,4선,대한국민당,,100002,남,제2대,5PO5280B,"제헌, 제2대, 제4대, 제5대",경기 강화
음,尹致暎,윤치영,1898-02-10,지역구,4선,대한국민당,,100002,남,제2대,41C1267K,"제헌, 제2대, 제3대, 제7대",충남 공주을
음,尹宅重,윤택중,1913-11-12,지역구,3선,민주국민당,,100002,남,제2대,MO49364U,"제2대, 제4대, 제5대",전북 익산을
음,李甲成,이갑성,1889-10-23,지역구,초선,무소속,,100002,남,제2대,T6T90081,제2대,경북 대구병
음,李敎善,이교선,1903-04-23,지역구,재선,무소속,,100002,남,제2대,88P79646,"제2대, 제5대",경기 안성
음,李敎承,이교승,1889-01-12,지역구,초선,무소속,,100002,남,제2대,E8D7118C,제2대,경기 김포
음,李奎甲,이규갑,1888-11-05,지역구,초선,대한국민당,,100002,남,제2대,FTT6726N,제2대,충남 아산
음,李肯鍾,이긍종,1995-00-00,지역구,초선,무소속,,100002,남,제2대,THC22805,제2대,충남 연기
음,李道榮,이도영,1913-05-01,지역구,초선,무소속,,100002,남,제2대,R9I94117,제2대,충북 청원갑
음,李東煥,이동환,1906-00-00,지역구,초선,무소속,,100002,남,제2대,IBR5394B,제2대,경기 파주
음,李範昇,이범승,1887-08-29,지역구,재선,무소속,,100002,남,제2대,MAC9680T,"제2대, 제5대",충남 연기
음,李炳洪,이병홍,1891-05-22,지역구,재선,무소속,,100002,남,제2대,JDX3877A,"제2대, 제3대",경남 산청
음,李相慶,이상경,1902-00-00,지역구,초선,대한독립촉성국민회,,100002,남,제2대,QDR7573H,제2대,경남 하동군
음,李相喆,이상철,1893-01-10,지역구,3선,무소속,,100002,남,제2대,V478504T,"제2대, 제5대, 제6대",충남 청양
음,李錫基,이석기,1907-01-02,지역구,3선,무소속,,100002,남,제2대,P4U4707W,"제2대, 제3대, 제5대",충남 부여갑
